0.395;0.0022953;0.37105;0.18192;211;0.95429;0.0035728
0.5104;5.5475e-05;0.04937;0.083621;342;0.84839;0.0011049
0.5458;0.00086126;0.17583;0.17169;394;0.82333;0.00037968
0.3186;0.0042758;0.29417;0.46308;311;0.52986;0.0038738
0.3774;2.1236e-05;0.37886;0.31654;129;0.57847;0.0047205
0.3792;0.0011992;0.11466;0.21845;209;0.80403;0.0044621
0.514;7.1396e-05;0.0073604;0.02043;424;0.9377;0.00097121
0.537;5.572e-05;0.21795;0.48559;243;0.83848;0.00098667
0.4356;1.5361e-05;0.49292;0.27286;151;0.59022;0.0028888
0.3394;0.017645;0.19709;0.1251;458;0.97115;0.0037419
0.5264;0.0032474;0.14042;0.097098;162;0.63483;0.00019853
0.5146;1.7984e-05;0.11581;0.15877;175;0.95332;0.0012823
0.3998;0.004456;0.43015;0.34248;480;0.63554;0.0018167
0.3686;0.00015058;0.32235;0.15291;150;0.73542;0.0048158
0.4634;0.0003913;0.19923;0.27176;170;0.87627;0.0022621
0.4252;2.1127e-05;0.3506;0.26304;156;0.67979;0.0038706
