0.5696;0.00085279;0.068155;0.013848;495;0.87248;0.00048192
0.5186;0.0033378;0.36509;0.14817;76;0.88885;0.00066954
0.5506;0.0019536;0.29513;0.36344;469;0.9156;0.0024852
0.3524;0.085849;0.33166;0.17153;321;0.6982;0.0015535
0.5466;0.00018665;0.2791;0.43928;465;0.63148;0.0036337
0.537;8.1657e-05;0.069414;0.37749;312;0.53905;0.0010822
0.574;4.7146e-05;0.13474;0.33714;470;0.88811;0.0002589
0.5358;5.7697e-05;0.37923;0.27924;104;0.975;0.00046287
0.5432;0.0027711;0.033893;0.29019;155;0.58125;0.00068564
0.5396;0.0014598;0.23625;0.29559;185;0.77729;0.0013301
0.4816;0.0085045;0.39508;0.097102;64;0.69953;0.00083756
0.5372;0.00030556;0.18435;0.4628;83;0.85491;0.0031674
0.5694;1.7036e-05;0.11281;0.35958;470;0.72216;0.0031295
0.4584;0.033065;0.089082;0.18538;160;0.95928;0.00036133
0.5318;0.00054477;0.14304;0.067004;246;0.53125;0.00045021
0.5366;0.00065349;0.3812;0.079453;190;0.71788;0.0042088
0.5518;0.0015384;0.070055;0.14871;212;0.66833;0.00046686
0.5142;0.0046311;0.33272;0.45629;420;0.62269;0.0032125
0.553;0.00070985;0.036358;0.46346;284;0.6302;0.00056389
0.5128;4.0034e-05;0.37958;0.29913;234;0.50908;0.00015474
